Day,Meal Type,Food,Regional Type,Food Type,Trimester
Monday,Lunch,(nariyalpani),North Indian,Veg,Trimester 2
Monday,Lunch,Cucumber and,North Indian,Veg,Trimester 2
Monday,Lunch,carrot(kheera,North Indian,Veg,Trimester 2
Monday,Lunch,gajar) sticks,North Indian,Veg,Trimester 2
Tuesday,Breakfast,Banana,North Indian,Veg,Trimester 2
Tuesday,Breakfast,(kela),North Indian,Veg,Trimester 2
Tuesday,Snack1,Soyaand pea(matar),North Indian,Veg,Trimester 2
Tuesday,Snack1,curry,North Indian,Veg,Trimester 2
Tuesday,Snack1,Cumin potatoes (jeera,North Indian,Veg,Trimester 2
Tuesday,Snack1,aloo) sabzi,North Indian,Veg,Trimester 2
Tuesday,Lunch,Wood apple,North Indian,Veg,Trimester 2
Tuesday,Lunch,(bael) sharbat,North Indian,Veg,Trimester 2
Tuesday,Lunch,Roasted,North Indian,Veg,Trimester 2
Tuesday,Lunch,chickpeas,North Indian,Veg,Trimester 2
Tuesday,Lunch,(chana),North Indian,Veg,Trimester 2
Wednesday,Breakfast,Ripepapaya,North Indian,Veg,Trimester 2
Wednesday,Breakfast,(papita),North Indian,Veg,Trimester 2
Wednesday,Snack1,Spinach(paalak) and,North Indian,Veg,Trimester 2
Wednesday,Snack1,lentilsdal,North Indian,Veg,Trimester 2
Wednesday,Snack1,Beansand carrot(beens,North Indian,Veg,Trimester 2
Wednesday,Snack1,gajar) sabzi,North Indian,Veg,Trimester 2
Wednesday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Wednesday,Lunch,Puffed rice,North Indian,Veg,Trimester 2
Wednesday,Lunch,(murmura) with,North Indian,Veg,Trimester 2
Wednesday,Lunch,peanuts,North Indian,Veg,Trimester 2
Wednesday,Lunch,(moongphali),North Indian,Veg,Trimester 2
Thursday,Breakfast,Grapes,North Indian,Veg,Trimester 2
Thursday,Breakfast,(angoor),North Indian,Veg,Trimester 2
Thursday,Snack1,Green gram (hari,North Indian,Veg,Trimester 2
Thursday,Snack1,moong) dal,North Indian,Veg,Trimester 2
Thursday,Snack1,Bottle gourd (lauki) sabzi,North Indian,Veg,Trimester 2
Thursday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Thursday,Lunch,Lassi,North Indian,Veg,Trimester 2
Thursday,Lunch,Mixed nuts,North Indian,Veg,Trimester 2
Friday,Breakfast,Apple and,North Indian,Veg,Trimester 2
Friday,Breakfast,walnuts(seb,North Indian,Veg,Trimester 2
Friday,Breakfast,akhrot),North Indian,Veg,Trimester 2
Friday,Breakfast,chaat,North Indian,Veg,Trimester 2
Friday,Snack1,Lemon rice,North Indian,Veg,Trimester 2
Friday,Snack1,Drumstick(shinghphali),North Indian,Veg,Trimester 2
Friday,Snack1,sambhar,North Indian,Veg,Trimester 2
Friday,Snack1,Green banana (kacha,North Indian,Veg,Trimester 2
Friday,Snack1,kela) vegetable,North Indian,Veg,Trimester 2
Friday,Snack1,Roasted papad,North Indian,Veg,Trimester 2
Friday,Lunch,Chickpeas,North Indian,Veg,Trimester 2
Friday,Lunch,(chhole) chaat,North Indian,Veg,Trimester 2
Friday,Lunch,Buttermilk,North Indian,Veg,Trimester 2
Friday,Lunch,(chhaach),North Indian,Veg,Trimester 2
Saturday,Breakfast,Pomegranate,North Indian,Veg,Trimester 2
Saturday,Breakfast,(anaar),North Indian,Veg,Trimester 2
Saturday,Snack1,Kidney beans(rajma),North Indian,Veg,Trimester 2
Saturday,Snack1,curry,North Indian,Veg,Trimester 2
Saturday,Snack1,Mixed vegetable sabzi,North Indian,Veg,Trimester 2
Saturday,Snack1,Curd(dahi),North Indian,Veg,Trimester 2
Saturday,Snack1,Cumin (jeera) rice,North Indian,Veg,Trimester 2
Saturday,Lunch,Lemonade,North Indian,Veg,Trimester 2
Saturday,Lunch,(nimbupani),North Indian,Veg,Trimester 2
Saturday,Lunch,Sesame(til),North Indian,Veg,Trimester 2
Saturday,Lunch,and sweet,North Indian,Veg,Trimester 2
Saturday,Lunch,potato,North Indian,Veg,Trimester 2
Saturday,Lunch,(shakarkandi),North Indian,Veg,Trimester 2
Saturday,Lunch,cutlets,North Indian,Veg,Trimester 2
Monday,Breakfast,Sapodilla,North Indian,Veg,Trimester 2
Monday,Breakfast,(chikoo),North Indian,Veg,Trimester 2
Monday,Snack1,Pigeonpeas,North Indian,Veg,Trimester 2
Monday,Snack1,(arhar/toor) dal,North Indian,Veg,Trimester 2
Monday,Snack1,Beanscoconut (beens,North Indian,Veg,Trimester 2
Monday,Snack1,nariyal) sabzi,North Indian,Veg,Trimester 2
Monday,Snack1,Chapati/rice,North Indian,Veg,Trimester 2
Monday,Lunch,Tea,North Indian,Veg,Trimester 2
Monday,Lunch,Carrotand,North Indian,Veg,Trimester 2
Monday,Lunch,cucumber (gajar,North Indian,Veg,Trimester 2
Monday,Lunch,kheera) sticks,North Indian,Veg,Trimester 2
Tuesday,Breakfast,Pear,North Indian,Veg,Trimester 2
Tuesday,Breakfast,(nashpati),North Indian,Veg,Trimester 2
Tuesday,Snack1,Chickpea(chhole),North Indian,Veg,Trimester 2
Tuesday,Snack1,Snake gourd,North Indian,Veg,Trimester 2
Tuesday,Snack1,(chachinda) sabzi,North Indian,Veg,Trimester 2
Tuesday,Snack1,Onion and cucumber,North Indian,Veg,Trimester 2
Tuesday,Snack1,(pyaaz kheera) raita,North Indian,Veg,Trimester 2
Tuesday,Lunch,Lemonade,North Indian,Veg,Trimester 2
Tuesday,Lunch,(nimbupani),North Indian,Veg,Trimester 2
Tuesday,Lunch,Walnutsand,North Indian,Veg,Trimester 2
Tuesday,Lunch,raisins (akhrot,North Indian,Veg,Trimester 2
Tuesday,Lunch,kishmish),North Indian,Veg,Trimester 2
Wednesday,Breakfast,Custard apple,North Indian,Veg,Trimester 2
Wednesday,Breakfast,(sitaphal),North Indian,Veg,Trimester 2
Wednesday,Snack1,Black-eyed peas,North Indian,Veg,Trimester 2
Wednesday,Snack1,(lobhia) curry,North Indian,Veg,Trimester 2
Wednesday,Snack1,Beetroot (chukandar),North Indian,Veg,Trimester 2
Wednesday,Snack1,sabzi,North Indian,Veg,Trimester 2
Wednesday,Snack1,Cumin (jeera) rice,North Indian,Veg,Trimester 2
Wednesday,Lunch,Lassi,North Indian,Veg,Trimester 2
Wednesday,Lunch,Khandavi,North Indian,Veg,Trimester 2
Thursday,Breakfast,Pomegranate,North Indian,Veg,Trimester 2
Thursday,Breakfast,(anaar),North Indian,Veg,Trimester 2
Thursday,Snack1,Raw banana (kacha,North Indian,Veg,Trimester 2
Thursday,Snack1,kela) koftacurry,North Indian,Veg,Trimester 2
Thursday,Snack1,Runner beans (sem),North Indian,Veg,Trimester 2
Thursday,Lunch,Mango(aam),North Indian,Veg,Trimester 2
Thursday,Lunch,panna,North Indian,Veg,Trimester 2
Thursday,Lunch,Peanut,North Indian,Veg,Trimester 2
Thursday,Lunch,(moongphali),North Indian,Veg,Trimester 2
Thursday,Lunch,chaat,North Indian,Veg,Trimester 2
Friday,Breakfast,Papaya,North Indian,Veg,Trimester 2
Friday,Snack1,Horse gram (kala,North Indian,Veg,Trimester 2
Friday,Snack1,chana) dal,North Indian,Veg,Trimester 2
Friday,Snack1,Thepla,North Indian,Veg,Trimester 2
Friday,Snack1,Curd(dahi),North Indian,Veg,Trimester 2
Friday,Lunch,Roasted nuts,North Indian,Veg,Trimester 2
Saturday,Breakfast,Watermelon,North Indian,Veg,Trimester 2
Saturday,Breakfast,(tarbooj),North Indian,Veg,Trimester 2
Saturday,Snack1,Besan (gatta) curry,North Indian,Veg,Trimester 2
Saturday,Snack1,Fenugreekand potato,North Indian,Veg,Trimester 2
Saturday,Snack1,(methialoo) sabzi,North Indian,Veg,Trimester 2
Saturday,Lunch,Pomegranate,North Indian,Veg,Trimester 2
Saturday,Lunch,(anaar) juice,North Indian,Veg,Trimester 2
Saturday,Lunch,Baked sweet,North Indian,Veg,Trimester 2
Saturday,Lunch,chaat,North Indian,Veg,Trimester 2
Monday,Breakfast,Guava,North Indian,Veg,Trimester 2
Monday,Breakfast,(amrud),North Indian,Veg,Trimester 2
Monday,Snack1,Cottage cheese,North Indian,Veg,Trimester 2
Monday,Snack1,(paneer) masala,North Indian,Veg,Trimester 2
Monday,Snack1,Mushroom capsicum,North Indian,Veg,Trimester 2
Monday,Snack1,(khumbshimlamirch),North Indian,Veg,Trimester 2
Monday,Snack1,sabzi,North Indian,Veg,Trimester 2
Monday,Lunch,Mixed vegetable,North Indian,Veg,Trimester 2
Monday,Lunch,and sesame,North Indian,Veg,Trimester 2
Monday,Lunch,(til) tikki,North Indian,Veg,Trimester 2
Tuesday,Breakfast,Banana (kela),North Indian,Veg,Trimester 2
Tuesday,Snack1,Mixed(milijhuli) dal,North Indian,Veg,Trimester 2
Tuesday,Snack1,Colocasia (arbi) sabzi,North Indian,Veg,Trimester 2
Tuesday,Snack1,Tomato(tamatar),North Indian,Veg,Trimester 2
Tuesday,Snack1,chutney,North Indian,Veg,Trimester 2
Tuesday,Lunch,Lassi,North Indian,Veg,Trimester 2
Tuesday,Lunch,Steamed corn,North Indian,Veg,Trimester 2
Tuesday,Lunch,(makka),North Indian,Veg,Trimester 2
Wednesday,Breakfast,Apple (seb),North Indian,Veg,Trimester 2
Wednesday,Snack1,Soyaand spinach,North Indian,Veg,Trimester 2
Wednesday,Snack1,(paalak) curry,North Indian,Veg,Trimester 2
Wednesday,Snack1,Cucumber and radish,North Indian,Veg,Trimester 2
Wednesday,Snack1,(kheeramooli) salad,North Indian,Veg,Trimester 2
Wednesday,Snack1,Mixed flour (missi) roti,North Indian,Veg,Trimester 2
Wednesday,Lunch,Jaljeera,North Indian,Veg,Trimester 2
Wednesday,Lunch,Roasted,North Indian,Veg,Trimester 2
Wednesday,Lunch,chickpeas,North Indian,Veg,Trimester 2
Wednesday,Lunch,(chana),North Indian,Veg,Trimester 2
Thursday,Breakfast,Mango(aam),North Indian,Veg,Trimester 2
Thursday,Snack1,Vegetable khichdi,North Indian,Veg,Trimester 2
Thursday,Snack1,Roasted papad,North Indian,Veg,Trimester 2
Thursday,Snack1,Curd(dahi),North Indian,Veg,Trimester 2
Thursday,Lunch,Indian,North Indian,Veg,Trimester 2
Thursday,Lunch,gooseberry,North Indian,Veg,Trimester 2
Thursday,Lunch,(amla) juice,North Indian,Veg,Trimester 2
Thursday,Lunch,Walnuts,North Indian,Veg,Trimester 2
Thursday,Lunch,(akhrot),North Indian,Veg,Trimester 2
Friday,Breakfast,Grapes,North Indian,Veg,Trimester 2
Friday,Breakfast,(angoor),North Indian,Veg,Trimester 2
Friday,Snack1,Red lentils (masoor),North Indian,Veg,Trimester 2
Friday,Snack1,dal,North Indian,Veg,Trimester 2
Friday,Snack1,Okra (bhindi) sabzi,North Indian,Veg,Trimester 2
Friday,Snack1,Mishtidahi,North Indian,Veg,Trimester 2
Friday,Lunch,Mango(aam),North Indian,Veg,Trimester 2
Friday,Lunch,panna,North Indian,Veg,Trimester 2
Friday,Lunch,Mixed nuts,North Indian,Veg,Trimester 2
Saturday,Breakfast,Papaya,North Indian,Veg,Trimester 2
Saturday,Breakfast,(papita),North Indian,Veg,Trimester 2
Saturday,Snack1,Potato and cauliflower,North Indian,Veg,Trimester 2
Saturday,Snack1,(aloogobhi) sabzi,North Indian,Veg,Trimester 2
Saturday,Snack1,Onion and tomato,North Indian,Veg,Trimester 2
Saturday,Snack1,(pyaaztamatar) raita,North Indian,Veg,Trimester 2
Saturday,Snack1,Kulcha,North Indian,Veg,Trimester 2
Saturday,Lunch,Coconut water,North Indian,Veg,Trimester 2
Saturday,Lunch,(nariyalpani),North Indian,Veg,Trimester 2
Saturday,Lunch,Apple (seb),North Indian,Veg,Trimester 2
Monday,Breakfast,Sapodilla,North Indian,Veg,Trimester 3
Monday,Breakfast,(chikoo),North Indian,Veg,Trimester 3
Monday,Snack1,Potatoand onion (aloo,North Indian,Veg,Trimester 3
Monday,Snack1,pyaaz) parantha,North Indian,Veg,Trimester 3
Monday,Snack1,Curd (dahi),North Indian,Veg,Trimester 3
Monday,Snack1,Coriander and mint (dhania,North Indian,Veg,Trimester 3
Monday,Snack1,pudina) chutney,North Indian,Veg,Trimester 3
Monday,Lunch,Mango (aam),North Indian,Veg,Trimester 3
Monday,Lunch,panna,North Indian,Veg,Trimester 3
Monday,Lunch,Sprouted,North Indian,Veg,Trimester 3
Monday,Lunch,green gram,North Indian,Veg,Trimester 3
Monday,Lunch,(harimoong),North Indian,Veg,Trimester 3
Monday,Lunch,chaat,North Indian,Veg,Trimester 3
Tuesday,Breakfast,Guava,North Indian,Veg,Trimester 3
Tuesday,Breakfast,(amrud),North Indian,Veg,Trimester 3
Tuesday,Snack1,Kidney beans (rajma),North Indian,Veg,Trimester 3
Tuesday,Snack1,curry,North Indian,Veg,Trimester 3
Tuesday,Snack1,Capsicum and cauliflower,North Indian,Veg,Trimester 3
Tuesday,Snack1,(shimla mirch gobhi) sabzi,North Indian,Veg,Trimester 3
Tuesday,Snack1,Cucumber (kheera) raita,North Indian,Veg,Trimester 3
Tuesday,Snack1,Rice,North Indian,Veg,Trimester 3
Tuesday,Lunch,Almond,North Indian,Veg,Trimester 3
Tuesday,Lunch,(badaam) milk,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Grapes,North Indian,Veg,Trimester 3
Wednesday,Breakfast,(angoor),North Indian,Veg,Trimester 3
Wednesday,Snack1,Potatoand peas(aloo,North Indian,Veg,Trimester 3
Wednesday,Snack1,matar) curry,North Indian,Veg,Trimester 3
Wednesday,Snack1,Pumpkin (kaddu) sabzi,North Indian,Veg,Trimester 3
Wednesday,Snack1,Chapati,North Indian,Veg,Trimester 3
Wednesday,Lunch,Buttermilk,North Indian,Veg,Trimester 3
Wednesday,Lunch,(chhaach),North Indian,Veg,Trimester 3
Wednesday,Lunch,Dhokla,North Indian,Veg,Trimester 3
Thursday,Breakfast,Dried figs,North Indian,Veg,Trimester 3
Thursday,Breakfast,(anjeer),North Indian,Veg,Trimester 3
Thursday,Snack1,Vegetable khichdi,North Indian,Veg,Trimester 3
Thursday,Snack1,Pomegranate(anaar) raita,North Indian,Veg,Trimester 3
Thursday,Snack1,Roasted papad,North Indian,Veg,Trimester 3
Thursday,Lunch,Coconut water,North Indian,Veg,Trimester 3
Thursday,Lunch,(nariyalpani),North Indian,Veg,Trimester 3
Thursday,Lunch,Roasted corn,North Indian,Veg,Trimester 3
Thursday,Lunch,(bhutta),North Indian,Veg,Trimester 3
Friday,Breakfast,Mango(aam),North Indian,Veg,Trimester 3
Friday,Snack1,Black gram (urad) dal,North Indian,Veg,Trimester 3
Friday,Snack1,Round gourd (tinda) sabzi,North Indian,Veg,Trimester 3
Friday,Snack1,Chickpea flour (besan),North Indian,Veg,Trimester 3
Friday,Snack1,roti,North Indian,Veg,Trimester 3
Friday,Lunch,Pineapple,North Indian,Veg,Trimester 3
Friday,Lunch,(ananaas) lassi,North Indian,Veg,Trimester 3
Friday,Lunch,Puffed rice,North Indian,Veg,Trimester 3
Friday,Lunch,(murmura),North Indian,Veg,Trimester 3
Friday,Lunch,with roasted,North Indian,Veg,Trimester 3
Friday,Lunch,peanuts,North Indian,Veg,Trimester 3
Friday,Lunch,(moongphali),North Indian,Veg,Trimester 3
Saturday,Breakfast,Papaya,North Indian,Veg,Trimester 3
Saturday,Breakfast,(papita),North Indian,Veg,Trimester 3
Saturday,Snack1,Mungbean (moong) dal,North Indian,Veg,Trimester 3
Saturday,Snack1,Carrotand peas(gajar,North Indian,Veg,Trimester 3
Saturday,Snack1,matar) sabzi,North Indian,Veg,Trimester 3
Saturday,Snack1,Chapati/rice,North Indian,Veg,Trimester 3
Saturday,Lunch,Jal jeera,North Indian,Veg,Trimester 3
Saturday,Lunch,Sweet potato,North Indian,Veg,Trimester 3
Saturday,Lunch,(shakarkandi),North Indian,Veg,Trimester 3
Saturday,Lunch,chaat,North Indian,Veg,Trimester 3
Saturday,Dinner,n | Thirdtrimester: Plan 1,North Indian,Veg,Trimester 3
Saturday,Dinner,n energy boost. Vitamin K,North Indian,Veg,Trimester 3
Saturday,Dinner,e rich in vitamin K.,North Indian,Veg,Trimester 3
Saturday,Dinner,baby. We've highlighted in,North Indian,Veg,Trimester 3
Saturday,Dinner,e highlighted in dark,North Indian,Veg,Trimester 3
Saturday,Dinner,ing and afternoon snacks!,North Indian,Veg,Trimester 3
Saturday,Dinner,Dinner,North Indian,Veg,Trimester 3
Saturday,Dinner,Soyaand mushroom,North Indian,Veg,Trimester 3
Saturday,Dinner,(khumb) curry,North Indian,Veg,Trimester 3
Saturday,Dinner,Okra(bhindi) sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Cucumber and,North Indian,Veg,Trimester 3
Saturday,Dinner,carrot(kheera gajar),North Indian,Veg,Trimester 3
Saturday,Dinner,salad,North Indian,Veg,Trimester 3
Saturday,Dinner,Chapati/rice,North Indian,Veg,Trimester 3
Saturday,Dinner,Red lentil (masoor),North Indian,Veg,Trimester 3
Saturday,Dinner,dal,North Indian,Veg,Trimester 3
Saturday,Dinner,Beans(beens) sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Spinach(paalak),North Indian,Veg,Trimester 3
Saturday,Dinner,saag,North Indian,Veg,Trimester 3
Saturday,Dinner,Parantha,North Indian,Veg,Trimester 3
Saturday,Dinner,Beetroot (chukandar),North Indian,Veg,Trimester 3
Saturday,Dinner,raita,North Indian,Veg,Trimester 3
Saturday,Dinner,Bottlegourd (lauki),North Indian,Veg,Trimester 3
Saturday,Dinner,koftacurry,North Indian,Veg,Trimester 3
Saturday,Dinner,Crispy lotus stem,North Indian,Veg,Trimester 3
Saturday,Dinner,(kamal kakri) sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Pearl millet(bajra),North Indian,Veg,Trimester 3
Saturday,Dinner,roti,North Indian,Veg,Trimester 3
Saturday,Dinner,Horse gram(kala,North Indian,Veg,Trimester 3
Saturday,Dinner,i chana) curry,North Indian,Veg,Trimester 3
Saturday,Dinner,Peas(matar) pulao,North Indian,Veg,Trimester 3
Saturday,Dinner,Onion and tomato,North Indian,Veg,Trimester 3
Saturday,Dinner,(tamatarpyaaz) raita,North Indian,Veg,Trimester 3
Saturday,Dinner,Black-eyed peas,North Indian,Veg,Trimester 3
Saturday,Dinner,(lobhia) curry,North Indian,Veg,Trimester 3
Saturday,Dinner,Radish (mooli) sabzi,North Indian,Veg,Trimester 3
Saturday,Dinner,Lamb's quarter,North Indian,Veg,Trimester 3
Saturday,Dinner,(bathua) roti,North Indian,Veg,Trimester 3
Saturday,Dinner,Curd (dahi),North Indian,Veg,Trimester 3
Saturday,Dinner,Pastain tomato,North Indian,Veg,Trimester 3
Saturday,Dinner,(tamatar) sauce,North Indian,Veg,Trimester 3
Saturday,Dinner,Steamed broccoli,North Indian,Veg,Trimester 3
Saturday,Dinner,(hari gobhi) sticks,North Indian,Veg,Trimester 3
Saturday,Dinner,www.babycenter.in,North Indian,Veg,Trimester 3
Monday,Breakfast,Grapes,North Indian,Veg,Trimester 3
Monday,Breakfast,(angoor),North Indian,Veg,Trimester 3
Monday,Snack1,Pigeon peas (arhar/toor) dal,North Indian,Veg,Trimester 3
Monday,Snack1,Beansand coconut(beens,North Indian,Veg,Trimester 3
Monday,Snack1,nariyal) sabzi,North Indian,Veg,Trimester 3
Monday,Snack1,Mangopulp (aam ras),North Indian,Veg,Trimester 3
Monday,Snack1,Rice,North Indian,Veg,Trimester 3
Monday,Lunch,Coconut water,North Indian,Veg,Trimester 3
Monday,Lunch,(nariyalpani),North Indian,Veg,Trimester 3
Monday,Lunch,Roasted chickpeas,North Indian,Veg,Trimester 3
Monday,Lunch,(chana),North Indian,Veg,Trimester 3
Tuesday,Breakfast,Figs,North Indian,Veg,Trimester 3
Tuesday,Breakfast,(anjeer),North Indian,Veg,Trimester 3
Tuesday,Snack1,Peasand mushroom (matar,North Indian,Veg,Trimester 3
Tuesday,Snack1,khumb) curry,North Indian,Veg,Trimester 3
Tuesday,Snack1,Okra(bhindi) sabzi,North Indian,Veg,Trimester 3
Tuesday,Lunch,Buttermilk,North Indian,Veg,Trimester 3
Tuesday,Lunch,(chhaach),North Indian,Veg,Trimester 3
Tuesday,Lunch,Mixed nuts,North Indian,Veg,Trimester 3
Wednesday,Breakfast,Banana,North Indian,Veg,Trimester 3
Wednesday,Breakfast,(kela),North Indian,Veg,Trimester 3
Wednesday,Snack1,Red lentils (masoor) dal,North Indian,Veg,Trimester 3
Wednesday,Snack1,Fenugreekpotato (methi,North Indian,Veg,Trimester 3
Wednesday,Snack1,aloo) sabzi,North Indian,Veg,Trimester 3
Wednesday,Snack1,Curd (dahi),North Indian,Veg,Trimester 3
Wednesday,Snack1,Chapati/rice,North Indian,Veg,Trimester 3
Wednesday,Lunch,Pomegranate,North Indian,Veg,Trimester 3
Wednesday,Lunch,(anaar) juice,North Indian,Veg,Trimester 3
Wednesday,Lunch,Flattened rice with,North Indian,Veg,Trimester 3
Wednesday,Lunch,beansand carrot,North Indian,Veg,Trimester 3
Wednesday,Lunch,(beensgajar poha),North Indian,Veg,Trimester 3
Thursday,Breakfast,Dates,North Indian,Veg,Trimester 3
Thursday,Breakfast,(khajoor),North Indian,Veg,Trimester 3
Thursday,Snack1,Mixed(milijhuli) dal,North Indian,Veg,Trimester 3
Thursday,Snack1,Spring onion and tomato,North Indian,Veg,Trimester 3
Thursday,Snack1,(haripyaaz tamatar) sabzi,North Indian,Veg,Trimester 3
Thursday,Snack1,Chapati/rice,North Indian,Veg,Trimester 3
Thursday,Lunch,Tea,North Indian,Veg,Trimester 3
Thursday,Lunch,Sweet potato,North Indian,Veg,Trimester 3
Thursday,Lunch,(shakarkandi),North Indian,Veg,Trimester 3
Thursday,Lunch,chaat,North Indian,Veg,Trimester 3
Friday,Breakfast,Apple,North Indian,Veg,Trimester 3
Friday,Breakfast,(seb),North Indian,Veg,Trimester 3
Friday,Snack1,Bottle gourd (lauki) kofta,North Indian,Veg,Trimester 3
Friday,Snack1,curry,North Indian,Veg,Trimester 3
Friday,Snack1,Cabbage(patta gobhi) sabzi,North Indian,Veg,Trimester 3
Friday,Snack1,Chapati/rice,North Indian,Veg,Trimester 3
Friday,Lunch,Papaya (papita),North Indian,Veg,Trimester 3
Friday,Lunch,honey smoothie,North Indian,Veg,Trimester 3
Friday,Lunch,Roasted peanuts,North Indian,Veg,Trimester 3
Saturday,Breakfast,Pear,North Indian,Veg,Trimester 3
Saturday,Breakfast,(nashpati),North Indian,Veg,Trimester 3
Saturday,Snack1,Bengal gram(chana) dal,North Indian,Veg,Trimester 3
Saturday,Snack1,Turnip greens (shalgam,North Indian,Veg,Trimester 3
Saturday,Snack1,saag) sabzi,North Indian,Veg,Trimester 3
Saturday,Lunch,Almond (badaam),North Indian,Veg,Trimester 3
Saturday,Lunch,milk,North Indian,Veg,Trimester 3
Saturday,Lunch,Sprouted peas,North Indian,Veg,Trimester 3
Saturday,Lunch,(matar) chaat,North Indian,Veg,Trimester 3
Monday,Breakfast,Apple (seb),North Indian,Veg,Trimester 3
Monday,Snack1,Bottle gourd (lauki) kofta,North Indian,Veg,Trimester 3
Monday,Snack1,curry,North Indian,Veg,Trimester 3
Monday,Snack1,Bitter gourd (karela) sabzi,North Indian,Veg,Trimester 3
Monday,Snack1,Chapati/rice,North Indian,Veg,Trimester 3
Monday,Lunch,Lemonade,North Indian,Veg,Trimester 3
Monday,Lunch,(nimbupani),North Indian,Veg,Trimester 3
Monday,Lunch,Corn(makka),North Indian,Veg,Trimester 3
Tuesday,Breakfast,Pear,North Indian,Veg,Trimester 3
Tuesday,Breakfast,(nashpati),North Indian,Veg,Trimester 3
Tuesday,Snack1,Mushroom and pea,North Indian,Veg,Trimester 3
Tuesday,Snack1,(khumbmatar) curry,North Indian,Veg,Trimester 3
Tuesday,Snack1,Ridge gourd (tori) sabzi,North Indian,Veg,Trimester 3
Tuesday,Snack1,Pearl millet(bajra) roti,North Indian,Veg,Trimester 3
Tuesday,Lunch,Orange,North Indian,Veg,Trimester 3
Tuesday,Lunch,(santara) juice,North Indian,Veg,Trimester 3
Tuesday,Lunch,Roasted,North Indian,Veg,Trimester 3
Tuesday,Lunch,peanuts,North Indian,Veg,Trimester 3
Tuesday,Lunch,(moongphali),North Indian,Veg,Trimester 3
Wednesday,Breakfast,Dates,North Indian,Veg,Trimester 3
Wednesday,Breakfast,(khajoor),North Indian,Veg,Trimester 3
Wednesday,Snack1,Soyachunks and potato,North Indian,Veg,Trimester 3
Wednesday,Snack1,(aloo) curry,North Indian,Veg,Trimester 3
Wednesday,Snack1,Okra(bhindi) sabzi,North Indian,Veg,Trimester 3
Wednesday,Lunch,Coconut water,North Indian,Veg,Trimester 3
Wednesday,Lunch,(nariyalpani),North Indian,Veg,Trimester 3
Wednesday,Lunch,Green gram,North Indian,Veg,Trimester 3
Wednesday,Lunch,(harimoong),North Indian,Veg,Trimester 3
Wednesday,Lunch,sprouts,North Indian,Veg,Trimester 3
Thursday,Breakfast,Watermelon,North Indian,Veg,Trimester 3
Thursday,Breakfast,(tarbooj),North Indian,Veg,Trimester 3
Thursday,Snack1,Vegetable pulao,North Indian,Veg,Trimester 3
Thursday,Snack1,Tomato onion (tamatar,North Indian,Veg,Trimester 3
Thursday,Snack1,pyaaz) salad,North Indian,Veg,Trimester 3
Thursday,Snack1,Pineapple (ananaas) raita,North Indian,Veg,Trimester 3
Thursday,Lunch,Pomegranate,North Indian,Veg,Trimester 3
Thursday,Lunch,(anaar) juice,North Indian,Veg,Trimester 3
Thursday,Lunch,Chickpeas,North Indian,Veg,Trimester 3
Thursday,Lunch,(chhole) chaat,North Indian,Veg,Trimester 3
Friday,Breakfast,Guava,North Indian,Veg,Trimester 3
Friday,Breakfast,(amrud),North Indian,Veg,Trimester 3
Friday,Snack1,Peasand foxnut (matar,North Indian,Veg,Trimester 3
Friday,Snack1,makhana) curry,North Indian,Veg,Trimester 3
Friday,Snack1,Colocasia (arbi) sabzi,North Indian,Veg,Trimester 3
Friday,Lunch,Tea,North Indian,Veg,Trimester 3
Friday,Lunch,Garlic cheese,North Indian,Veg,Trimester 3
Friday,Lunch,toast,North Indian,Veg,Trimester 3
Saturday,Breakfast,Custard,North Indian,Veg,Trimester 3
Saturday,Breakfast,apple,North Indian,Veg,Trimester 3
Saturday,Breakfast,(sitaphal),North Indian,Veg,Trimester 3
Saturday,Snack1,Black-eyed pea (lobhia),North Indian,Veg,Trimester 3
Saturday,Snack1,curry,North Indian,Veg,Trimester 3
Saturday,Snack1,Runner bean (sem),North Indian,Veg,Trimester 3
Saturday,Snack1,sabzi,North Indian,Veg,Trimester 3
Saturday,Snack1,Cucumber (kheera) salad,North Indian,Veg,Trimester 3
Saturday,Lunch,Baked potato,North Indian,Veg,Trimester 3
Saturday,Lunch,(aloo) wedges,North Indian,Veg,Trimester 3
Monday,Breakfast,Fruit chaat,North Indian,Veg,Trimester 3
Monday,Snack1,Red lentils (masoor) dal,North Indian,Veg,Trimester 3
Monday,Snack1,Cabbage(patta gobhi),North Indian,Veg,Trimester 3
Monday,Snack1,sabzi,North Indian,Veg,Trimester 3
Monday,Snack1,Mint (pudina) raita,North Indian,Veg,Trimester 3
Monday,Snack1,Pearl millet (bajra) roti,North Indian,Veg,Trimester 3
Monday,Lunch,Pineapple,North Indian,Veg,Trimester 3
Monday,Lunch,(ananaas),North Indian,Veg,Trimester 3
Monday,Lunch,smoothie,North Indian,Veg,Trimester 3
Monday,Lunch,Roasted,North Indian,Veg,Trimester 3
Monday,Lunch,peanuts,North Indian,Veg,Trimester 3
Monday,Lunch,(moongphali),North Indian,Veg,Trimester 3
Tuesday,Breakfast,Sapodilla,North Indian,Veg,Trimester 3
